group_id	group_order	file_order	source_path	research_path	repo_id	category	lines	bytes	group_research_path	status
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	11	sources/os/plan9/9front/sys/src/9/arm64/l.s	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/l.s_research.md	9front	os-vfs	732	13674	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	12	sources/os/plan9/9front/sys/src/9/arm64/main.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/main.c_research.md	9front	os-vfs	297	4954	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	13	sources/os/plan9/9front/sys/src/9/arm64/mem.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/mem.c_research.md	9front	os-vfs	82	2173	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	14	sources/os/plan9/9front/sys/src/9/arm64/mem.h	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/mem.h_research.md	9front	os-vfs	151	4084	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	15	sources/os/plan9/9front/sys/src/9/arm64/mmu.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/mmu.c_research.md	9front	os-vfs	374	6606	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	16	sources/os/plan9/9front/sys/src/9/arm64/pciqemu.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/pciqemu.c_research.md	9front	os-vfs	175	2622	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	17	sources/os/plan9/9front/sys/src/9/arm64/rebootcode.s	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/rebootcode.s_research.md	9front	os-vfs	48	660	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	18	sources/os/plan9/9front/sys/src/9/arm64/sysreg.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/sysreg.c_research.md	9front	os-vfs	58	1121	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	19	sources/os/plan9/9front/sys/src/9/arm64/sysreg.h	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/sysreg.h_research.md	9front	os-vfs	96	3390	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	20	sources/os/plan9/9front/sys/src/9/arm64/trap.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/trap.c_research.md	9front	os-vfs	538	11032	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	21	sources/os/plan9/9front/sys/src/9/arm64/uartqemu.c	Docs/researches/sources/os/plan9/9front/sys/src/9/arm64/uartqemu.c_research.md	9front	os-vfs	335	4844	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	22	sources/os/plan9/9front/sys/src/9/bcm/arch.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/arch.c_research.md	9front	os-vfs	152	2824	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	23	sources/os/plan9/9front/sys/src/9/bcm/archbcm.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/archbcm.c_research.md	9front	os-vfs	123	1717	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	24	sources/os/plan9/9front/sys/src/9/bcm/archbcm2.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/archbcm2.c_research.md	9front	os-vfs	242	3749	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	25	sources/os/plan9/9front/sys/src/9/bcm/arm.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/arm.h_research.md	9front	os-vfs	317	10879	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	26	sources/os/plan9/9front/sys/src/9/bcm/arm.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/arm.s_research.md	9front	os-vfs	52	1136	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	27	sources/os/plan9/9front/sys/src/9/bcm/armv6.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/armv6.s_research.md	9front	os-vfs	327	6227	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	28	sources/os/plan9/9front/sys/src/9/bcm/armv7.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/armv7.s_research.md	9front	os-vfs	527	10515	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	29	sources/os/plan9/9front/sys/src/9/bcm/bootargs.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/bootargs.c_research.md	9front	os-vfs	342	6792	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	30	sources/os/plan9/9front/sys/src/9/bcm/cache.v7.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/cache.v7.s_research.md	9front	os-vfs	210	4910	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	31	sources/os/plan9/9front/sys/src/9/bcm/clock.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/clock.c_research.md	9front	os-vfs	245	4424	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	32	sources/os/plan9/9front/sys/src/9/bcm/coproc.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/coproc.c_research.md	9front	os-vfs	163	3225	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	33	sources/os/plan9/9front/sys/src/9/bcm/dat.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/dat.h_research.md	9front	os-vfs	278	5000	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	34	sources/os/plan9/9front/sys/src/9/bcm/devarch.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/devarch.c_research.md	9front	os-vfs	227	4048	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	35	sources/os/plan9/9front/sys/src/9/bcm/devgpio.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/devgpio.c_research.md	9front	os-vfs	633	10582	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	36	sources/os/plan9/9front/sys/src/9/bcm/dma.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/dma.c_research.md	9front	os-vfs	273	5062	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	37	sources/os/plan9/9front/sys/src/9/bcm/dwcotg.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/dwcotg.h_research.md	9front	os-vfs	510	12249	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	38	sources/os/plan9/9front/sys/src/9/bcm/emmc.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/emmc.c_research.md	9front	os-vfs	476	9381	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	39	sources/os/plan9/9front/sys/src/9/bcm/ether4330.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/ether4330.c_research.md	9front	os-vfs	2396	50487	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	40	sources/os/plan9/9front/sys/src/9/bcm/fns.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/fns.h_research.md	9front	os-vfs	137	4433	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	41	sources/os/plan9/9front/sys/src/9/bcm/fpiarm.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/fpiarm.c_research.md	9front	os-vfs	698	13797	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7	1	42	sources/os/plan9/9front/sys/src/9/bcm/gpio.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/gpio.c_research.md	9front	os-vfs	138	2255	Docs/researches/groups/group_1_9front_sources_os_plan9_9front_sys_src_9_arm64_bootargs_c_sources_os_p_f1228a27a0f7_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	1	sources/os/plan9/9front/sys/src/9/bcm/i2cbcm.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/i2cbcm.c_research.md	9front	os-vfs	217	4227	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	2	sources/os/plan9/9front/sys/src/9/bcm/i2cgpio.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/i2cgpio.c_research.md	9front	os-vfs	216	3176	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	3	sources/os/plan9/9front/sys/src/9/bcm/io.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/io.h_research.md	9front	os-vfs	70	1134	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	4	sources/os/plan9/9front/sys/src/9/bcm/irq.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/irq.c_research.md	9front	os-vfs	172	3128	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	5	sources/os/plan9/9front/sys/src/9/bcm/l.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/l.s_research.md	9front	os-vfs	36	662	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	6	sources/os/plan9/9front/sys/src/9/bcm/lexception.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/lexception.s_research.md	9front	os-vfs	234	7361	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	7	sources/os/plan9/9front/sys/src/9/bcm/lproc.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/lproc.s_research.md	9front	os-vfs	1	27	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	8	sources/os/plan9/9front/sys/src/9/bcm/main.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/main.c_research.md	9front	os-vfs	343	6540	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	9	sources/os/plan9/9front/sys/src/9/bcm/mem.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/mem.h_research.md	9front	os-vfs	100	2815	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	10	sources/os/plan9/9front/sys/src/9/bcm/mmu.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/mmu.c_research.md	9front	os-vfs	352	6701	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	11	sources/os/plan9/9front/sys/src/9/bcm/rebootcode.s	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/rebootcode.s_research.md	9front	os-vfs	94	1965	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	12	sources/os/plan9/9front/sys/src/9/bcm/screen.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/screen.c_research.md	9front	os-vfs	387	7008	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	13	sources/os/plan9/9front/sys/src/9/bcm/screen.h	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/screen.h_research.md	9front	os-vfs	36	937	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	14	sources/os/plan9/9front/sys/src/9/bcm/trap.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/trap.c_research.md	9front	os-vfs	394	8801	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	15	sources/os/plan9/9front/sys/src/9/bcm/uartmini.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/uartmini.c_research.md	9front	os-vfs	274	3885	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	16	sources/os/plan9/9front/sys/src/9/bcm/uartpl011.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/uartpl011.c_research.md	9front	os-vfs	327	4720	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	17	sources/os/plan9/9front/sys/src/9/bcm/usbdwc.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/usbdwc.c_research.md	9front	os-vfs	1080	20539	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	18	sources/os/plan9/9front/sys/src/9/bcm/vcore.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/vcore.c_research.md	9front	os-vfs	432	7296	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	19	sources/os/plan9/9front/sys/src/9/bcm/vfp3.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm/vfp3.c_research.md	9front	os-vfs	584	11475	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	20	sources/os/plan9/9front/sys/src/9/bcm64/archbcm3.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm64/archbcm3.c_research.md	9front	os-vfs	171	2448	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	21	sources/os/plan9/9front/sys/src/9/bcm64/archbcm4.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm64/archbcm4.c_research.md	9front	os-vfs	190	3174	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627	2	22	sources/os/plan9/9front/sys/src/9/bcm64/clock.c	Docs/researches/sources/os/plan9/9front/sys/src/9/bcm64/clock.c_research.md	9front	os-vfs	281	5031	Docs/researches/groups/group_2_9front_sources_os_plan9_9front_sys_src_9_bcm_i2cbcm_c_sources_os_plan9_dd75e60f7627_research.md	ok
