work_id	kind	output_path	source_label	source_count	input_bytes	lines	status
chunk_sources_os_bsd_openbsd_src_sbin_unwind_libunbound_util_configlexer_c_1_1_20bcb5e4d4cd	CHUNK	Docs/researches/chunks/chunk_sources_os_bsd_openbsd_src_sbin_unwind_libunbound_util_configlexer_c_1_1_20bcb5e4d4cd_research.md	sources/os/bsd/openbsd-src/sbin/unwind/libunbound/util/configlexer.c:1-6092	1	262094	6092	ok
chunk_sources_os_bsd_openbsd_src_sbin_unwind_libunbound_util_configlexer_c_2_6_0609077b87e2	CHUNK	Docs/researches/chunks/chunk_sources_os_bsd_openbsd_src_sbin_unwind_libunbound_util_configlexer_c_2_6_0609077b87e2_research.md	sources/os/bsd/openbsd-src/sbin/unwind/libunbound/util/configlexer.c:6093-7274	1	29498	1182	ok
chunk_sources_os_bsd_openbsd_src_sys_sys_videoio_h_1_1_6358_a715135f0b62	CHUNK	Docs/researches/chunks/chunk_sources_os_bsd_openbsd_src_sys_sys_videoio_h_1_1_6358_a715135f0b62_research.md	sources/os/bsd/openbsd-src/sys/sys/videoio.h:1-6358	1	262131	6358	ok
chunk_sources_os_bsd_openbsd_src_sys_sys_videoio_h_2_6359_6403_a2f70d6088b3	CHUNK	Docs/researches/chunks/chunk_sources_os_bsd_openbsd_src_sys_sys_videoio_h_2_6359_6403_a2f70d6088b3_research.md	sources/os/bsd/openbsd-src/sys/sys/videoio.h:6359-6403	1	2126	45	ok
chunk_sources_os_darwin_xnu_bsd_vfs_vfs_subr_c_1_1_10231_605ae2fbb88b	CHUNK	Docs/researches/chunks/chunk_sources_os_darwin_xnu_bsd_vfs_vfs_subr_c_1_1_10231_605ae2fbb88b_research.md	sources/os/darwin/xnu/bsd/vfs/vfs_subr.c:1-10231	1	262134	10231	ok
chunk_sources_os_darwin_xnu_bsd_vfs_vfs_subr_c_2_10232_13491_40d0f45d4e4a	CHUNK	Docs/researches/chunks/chunk_sources_os_darwin_xnu_bsd_vfs_vfs_subr_c_2_10232_13491_40d0f45d4e4a_research.md	sources/os/darwin/xnu/bsd/vfs/vfs_subr.c:10232-13491	1	83822	3260	ok
chunk_sources_os_darwin_xnu_bsd_vfs_vfs_syscalls_c_1_1_10623_ad421c1aa666	CHUNK	Docs/researches/chunks/chunk_sources_os_darwin_xnu_bsd_vfs_vfs_syscalls_c_1_1_10623_ad421c1aa666_research.md	sources/os/darwin/xnu/bsd/vfs/vfs_syscalls.c:1-10623	1	262116	10623	ok
chunk_sources_os_darwin_xnu_bsd_vfs_vfs_syscalls_c_2_10624_15325_555ad9b0c7d7	CHUNK	Docs/researches/chunks/chunk_sources_os_darwin_xnu_bsd_vfs_vfs_syscalls_c_2_10624_15325_555ad9b0c7d7_research.md	sources/os/darwin/xnu/bsd/vfs/vfs_syscalls.c:10624-15325	1	122055	4702	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_srv_c_1_1_aaf06cf9ec1f	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_srv_c_1_1_aaf06cf9ec1f_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs/nfs4_srv.c:1-10241	1	262093	10241	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_srv_c_2_1_f573cab820d6	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_srv_c_2_1_f573cab820d6_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs/nfs4_srv.c:10242-10676	1	10556	435	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_vnops_c_1_473a3c3ffae8	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_vnops_c_1_473a3c3ffae8_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs/nfs4_vnops.c:1-9830	1	262136	9830	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_vnops_c_2_a52383817e0a	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_nfs_nfs4_vnops_c_2_a52383817e0a_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs/nfs4_vnops.c:9831-16006	1	167484	6176	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_zfs_arc_c_1_1_8413_77d747229b5c	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_zfs_arc_c_1_1_8413_77d747229b5c_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/arc.c:1-8413	1	262128	8413	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_zfs_arc_c_2_8414_1_814f185db0d5	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_fs_zfs_arc_c_2_8414_1_814f185db0d5_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/arc.c:8414-10052	1	49975	1639	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_01aae6e89a4b	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_01aae6e89a4b_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11000.h:69695-70884	1	92915	1190	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_03b66d183016	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_03b66d183016_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe12000.h:6653-9970	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_048cf4902ee9	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_048cf4902ee9_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:29880-33197	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0b97296b2114	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0b97296b2114_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11002.h:59741-63058	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0c8611eed281	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0c8611eed281_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11000.h:43151-46468	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0e21932d98fe	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_0e21932d98fe_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11000.h:63059-66376	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_108d43e7d513	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_108d43e7d513_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:33198-36515	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_10a2c7362ad1	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_10a2c7362ad1_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11002.h:1-3334	1	262077	3334	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_11d467c7df1f	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_11d467c7df1f_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11002.h:1-3335	1	262144	3335	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_141a57fe56a9	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_141a57fe56a9_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe12000.h:53105-56422	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_14966e7a5c6e	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_14966e7a5c6e_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11002.h:23244-26561	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1739d1b83eae	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1739d1b83eae_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:1-3335	1	262144	3335	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1a0d02d77b9b	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1a0d02d77b9b_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11002.h:59742-63059	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1f274bcab99d	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_1f274bcab99d_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe12000.h:59741-60332	1	45673	592	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2072e76f3b80	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2072e76f3b80_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11002.h:9972-13289	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_25aece8532a7	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_25aece8532a7_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:13290-16607	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_25c8b8a0eec9	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_25c8b8a0eec9_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11002.h:49788-53105	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2700cfea40f8	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2700cfea40f8_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11000.h:23243-26560	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_289fbbfbb843	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_289fbbfbb843_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:39834-43151	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_291c2d232a54	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_291c2d232a54_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11002.h:56423-59740	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2b20707a306f	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2b20707a306f_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11000.h:39834-43151	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2cf47a5913e3	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2cf47a5913e3_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11000.h:53106-56423	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2d80dc46e11e	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2d80dc46e11e_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe12000.h:3335-6652	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2df9a81fa96a	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2df9a81fa96a_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lpe11002.h:6653-9970	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2eb8295efe71	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2eb8295efe71_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp11000.h:56424-59741	1	262122	3318	ok
chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2ef8cc70cb38	CHUNK	Docs/researches/chunks/chunk_sources_os_illumos_illumos_gate_usr_src_uts_common_sys_fibre_channel_fca_2ef8cc70cb38_research.md	sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/fw_lp10000.h:19926-23243	1	262122	3318	ok
